ID,INSEE_COM,INSEE_DEP,INSEE_REG,CODE_EPCI,NOM_COM_M,POPULATION,Nb_Ventes,PrixMoyen_M2,LATITUDE,LONGITUDE
COMMUNE_0000000009756094,33175,33,75,200069599.0,FRONTENAC,744,11.0,1541.0,44.7338253,-0.1452096
COMMUNE_0000000009756528,33481,33,75,200069599.0,SAINT SULPICE DE GUILLERAGUES,227,3.0,1027.0,44.6289856,0.0505249
COMMUNE_0000000009755183,33320,33,75,200035533.0,PETIT PALAIS ET CORNEMPS,724,6.0,1367.0,44.982287,-0.05043736065523717
COMMUNE_0000000009755887,33192,33,75,243300316.0,GRADIGNAN,25563,333.0,3445.0,44.7739701,-0.613907
COMMUNE_0000000009756327,33189,33,75,200069599.0,GORNAC,437,6.0,1998.0,44.66236,-0.18222
COMMUNE_0000000009757196,33113,33,75,200043982.0,CAUVIGNAC,167,,,44.4180744,-0.0799113
COMMUNE_0000000009756567,33284,33,75,243301504.0,MIOS,9513,156.0,2969.0,44.6045208,-0.9349464
COMMUNE_0000000009754988,33198,33,75,200070092.0,GUITRES,1585,27.0,1415.0,45.39481,-0.2696588
COMMUNE_0000000009754775,33142,33,75,243301181.0,CUBNEZAIS,1457,22.0,1858.0,45.07378,-0.40786
COMMUNE_0000000009755608,33168,33,75,243301454.0,FLAUJAGUES,601,9.0,1345.0,44.8272287,0.0375082
COMMUNE_0000000009756113,33206,33,75,243301264.0,ISLE SAINT GEORGES,529,11.0,2084.0,44.7264063,-0.4735005
COMMUNE_0000000009755421,33449,33,75,243300316.0,SAINT MEDARD EN JALLES,30956,366.0,3328.0,44.8958887,-0.7170764
COMMUNE_0000000009756551,33367,33,75,200043974.0,SAINT ANDRE DU BOIS,432,4.0,1198.0,44.6044519,-0.1834199
COMMUNE_0000000009754587,33424,33,75,200069995.0,SAINT LAURENT MEDOC,4580,63.0,1875.0,45.1515584,-0.8216559
COMMUNE_0000000009755856,33375,33,75,243301454.0,SAINT AUBIN DE BRANNE,350,6.0,1923.0,44.8085809,-0.1713905
COMMUNE_0000000009756554,33510,33,75,200043974.0,SEMENS,198,1.0,2177.0,44.61293,-0.23998
COMMUNE_0000000009756349,33474,33,75,243301264.0,SAINT SELVE,2865,46.0,2683.0,44.6704442,-0.4808545
COMMUNE_0000000009755407,33451,33,75,243301397.0,SAINT MICHEL DE FRONSAC,516,4.0,1772.0,44.9294962,-0.3035889
COMMUNE_0000000009755636,33330,33,75,243301355.0,POMPIGNAC,2938,34.0,3058.0,44.85028,-0.43736
COMMUNE_0000000009754581,33100,33,75,200023794.0,CARS,1176,15.0,1131.0,45.1294933,-0.6201297
COMMUNE_0000000009756317,33353,33,75,200069599.0,RIMONS,190,4.0,974.0,44.67121,0.00541
COMMUNE_0000000009755420,33162,33,75,243300316.0,EYSINES,23120,321.0,3387.0,44.8854667,-0.6486943
COMMUNE_0000000009756566,33077,33,75,243301264.0,CABANAC ET VILLAGRAINS,2375,30.0,2435.0,44.6065561,-0.5533846
COMMUNE_0000000009754773,33272,33,75,243301181.0,MARSAS,1196,20.0,1811.0,43.0517947,0.2262765
COMMUNE_0000000009755889,33318,33,75,243300316.0,PESSAC,61859,770.0,3638.0,44.805615,-0.6308396
COMMUNE_0000000009754367,33151,33,75,243301181.0,DONNEZAC,897,11.0,1366.0,45.2482032,-0.4442917
COMMUNE_0000000009756802,33076,33,75,200069581.0,BUDOS,780,6.0,1928.0,44.53285,-0.38654
COMMUNE_0000000009755873,33335,33,75,243301215.0,POUT,596,8.0,3072.0,14.7702196,-17.0611162
COMMUNE_0000000009756343,33098,33,75,200069581.0,CARDAN,494,2.0,1511.0,44.680404,-0.3203413
COMMUNE_0000000009756340,33311,33,75,200069581.0,PAILLET,1217,22.0,1739.0,44.6857719,-0.3642375
COMMUNE_0000000009753935,33240,33,75,200069995.0,LESPARRE MEDOC,5794,134.0,1516.0,45.3081854,-0.9379402
COMMUNE_0000000009753463,33193,33,75,200070720.0,GRAYAN ET L HOPITAL,1351,27.0,2117.0,45.4329646,-1.1073562304622029
COMMUNE_0000000009756328,33131,33,75,200069599.0,COIRAC,199,4.0,1379.0,44.6912567,-0.1678488
COMMUNE_0000000009753704,33134,33,75,200069995.0,COUQUEQUES,267,3.0,1821.0,45.3437095,-0.8498986
COMMUNE_0000000009755208,33434,33,75,243300316.0,SAINT LOUIS DE MONTFERRAND,2158,30.0,2120.0,44.9536698,-0.5339672
COMMUNE_0000000009755205,33143,33,75,243301223.0,CUBZAC LES PONTS,2422,20.0,2011.0,44.9711192,-0.454723
COMMUNE_0000000009754983,33088,33,75,200070092.0,CAMPS SUR L ISLE,606,13.0,1599.0,45.0153122,-0.0298206
COMMUNE_0000000009756545,33087,33,75,200044394.0,CAMIRAN,415,6.0,846.0,44.62858,-0.07055
COMMUNE_0000000009755213,33376,33,75,243300316.0,SAINT AUBIN DE MEDOC,7147,82.0,3455.0,44.9134219,-0.7246734
COMMUNE_0000000009755622,33426,33,75,200035533.0,SAINT LAURENT DES COMBES,262,2.0,2348.0,44.8754725,-0.1326533
COMMUNE_0000000009755180,33526,33,75,200035533.0,TAYAC,131,1.0,2297.0,44.9538105,-0.0098712
COMMUNE_0000000009756109,33226,33,75,243301439.0,LANGOIRAN,2171,40.0,2148.0,44.7081826,-0.4009928
COMMUNE_0000000009754782,33228,33,75,243301223.0,LANSAC,731,10.0,1776.0,45.061192,-0.5424796
COMMUNE_0000000009753234,33490,33,75,200070720.0,SAINT VIVIEN DE MEDOC,1766,33.0,1702.0,45.4311407,-1.0350516
COMMUNE_0000000009753235,33514,33,75,200070720.0,SOULAC SUR MER,2716,193.0,2967.0,45.513149,-1.1228789
COMMUNE_0000000009756355,33051,33,75,243301504.0,BIGANOS,10470,175.0,3134.0,44.642014,-0.9766226
COMMUNE_0000000009756547,33440,33,75,200043974.0,SAINT MARTIAL,244,3.0,1415.0,45.3721913,0.0564205
COMMUNE_0000000009755187,33393,33,75,200070092.0,SAINT DENIS DE PILE,5411,87.0,1750.0,44.9918062,-0.2054117
COMMUNE_0000000009756549,33427,33,75,200069599.0,SAINT LAURENT DU BOIS,254,7.0,1428.0,44.636389,-0.1357916
COMMUNE_0000000009756772,33170,33,75,200044394.0,FONTET,794,10.0,1949.0,44.5609708,-0.029253
COMMUNE_0000000009756115,33037,33,75,243301264.0,BEAUTIRAN,2222,27.0,2797.0,44.7044407,-0.4511393
COMMUNE_0000000009755616,33437,33,75,243301454.0,SAINT MAGNE DE CASTILLON,1989,32.0,1826.0,44.8640404,-0.0686049
COMMUNE_0000000009755394,33386,33,75,200035533.0,SAINT CIBARD,179,1.0,976.0,44.9362585,-0.0224113
COMMUNE_0000000009756320,33103,33,75,200069599.0,CASTELMORON D ALBRET,53,3.0,1109.0,44.6797661,-0.0118033
COMMUNE_0000000009755197,33542,33,75,243301397.0,VERAC,921,11.0,1743.0,44.9913726,-0.3411503
COMMUNE_0000000009755892,33229,33,75,243301504.0,LANTON,6725,143.0,4015.0,44.7035574,-1.0360314
COMMUNE_0000000009755000,33415,33,75,243301223.0,SAINT GERVAIS,1845,32.0,2042.0,45.2022356,5.4820229
COMMUNE_0000000009755893,33011,33,75,243301504.0,ARES,6202,158.0,3999.0,43.4263299,-8.2440387
COMMUNE_0000000009757001,33017,33,75,200043982.0,AUBIAC,274,3.0,1764.0,44.4701196,-0.2441765
COMMUNE_0000000009756326,33379,33,75,200069599.0,SAINT BRICE,316,,,48.5679822,3.3254721
COMMUNE_0000000009757205,33429,33,75,200043974.0,SAINT LEGER DE BALSON,343,6.0,1529.0,44.4320836,-0.4656596
COMMUNE_0000000009754167,33412,33,75,200069995.0,SAINT GERMAIN D ESTEUIL,1218,17.0,1664.0,45.2898174,-0.8657787
COMMUNE_0000000009753703,33383,33,75,200069995.0,SAINT CHRISTOLY MEDOC,288,9.0,1663.0,45.3546805,-0.8292433
COMMUNE_0000000009756557,33299,33,75,200069599.0,MOURENS,385,4.0,1660.0,44.6483969,-0.2091896
COMMUNE_0000000009755637,33165,33,75,243301355.0,FARGUES SAINT HILAIRE,2860,60.0,3010.0,44.8230228,-0.4440284
COMMUNE_0000000009756080,33223,33,75,243301371.0,LANDERROUAT,203,2.0,1130.0,44.742685,0.1558799
COMMUNE_0000000009753707,33348,33,75,200070720.0,QUEYRAC,1369,18.0,1633.0,45.3630457,-0.9763722
COMMUNE_0000000009756082,33316,33,75,243301371.0,PELLEGRUE,1093,13.0,1092.0,44.7435865,0.076222
COMMUNE_0000000009756330,33464,33,75,200069599.0,SAINT PIERRE DE BAT,317,1.0,2272.0,44.673949,-0.2310786
COMMUNE_0000000009755855,33421,33,75,243301454.0,SAINT JEAN DE BLAIGNAC,438,9.0,1497.0,44.8124498,-0.1398184
COMMUNE_0000000009755625,33531,33,75,200070092.0,TIZAC DE CURTON,320,4.0,2101.0,44.8216834,-0.2486777
COMMUNE_0000000009755877,33363,33,75,243301215.0,SADIRAC,4157,55.0,2599.0,44.7806727,-0.4105625
COMMUNE_0000000009755189,33222,33,75,200070092.0,LALANDE DE POMEROL,662,8.0,2257.0,44.9560756,-0.2104434
COMMUNE_0000000009753932,33309,33,75,200069995.0,ORDONNAC,509,7.0,1155.0,45.307754,-0.8351269
COMMUNE_0000000009755639,33167,33,75,243300316.0,FLOIRAC,17182,172.0,3330.0,44.8327,-0.520823
COMMUNE_0000000009754375,33405,33,75,200023794.0,SAINT GENES DE BLAYE,484,8.0,1479.0,45.1619,-0.64255
COMMUNE_0000000009756100,33292,33,75,200069599.0,MONTIGNAC,147,,,44.712442,-0.2243792
COMMUNE_0000000009756085,33516,33,75,200069599.0,SOUSSAC,187,3.0,1203.0,44.7295851,0.0201269
COMMUNE_0000000009755002,33366,33,75,243301223.0,SAINT ANDRE DE CUBZAC,11127,178.0,2258.0,44.9954151,-0.4440957
COMMUNE_0000000009757206,33536,33,75,200043974.0,TUZAN,289,4.0,1896.0,44.44529,-0.3499182
COMMUNE_0000000009755010,33004,33,75,243300316.0,AMBES,3143,42.0,1818.0,45.0121558,-0.5291847
COMMUNE_0000000009756543,33187,33,75,200044394.0,GIRONDE SUR DROPT,1229,14.0,1258.0,44.5908772,-0.0862738
