ID;INSEE_COM;INSEE_DEP;INSEE_REG;CODE_EPCI;NOM_COM_M;POPULATION;Nb_Ventes;PrixMoyen_M2
COMMUNE_0000000009740169;28365;28;24;200033181;SANDARVILLE;406;6;1369
COMMUNE_0000000009747436;39119;39;27;200071595;CHATELEY;88;3;1119
COMMUNE_0000000009752585;63413;63;84;200069177;SAUVETAT;715;5;1641
COMMUNE_0000000009729922;2660;2;32;240200634;ROUVROY SUR SERRE;39;NA;NA
COMMUNE_0000000009746621;86250;86;75;248600447;SAIX;290;3;1126
COMMUNE_0000000009757369;33513;33;75;200043982;SILLAS;119;4;2144
COMMUNE_0000000009738823;77407;77;11;247700057;SAINT FARGEAU PONTHIERRY;14386;226;2817
COMMUNE_0000000009755697;7233;7;84;200071413;SAINT ETIENNE DE SERRE;227;2;2030
COMMUNE_0000000009754933;19179;19;75;200066769;SAILLAC;208;NA;NA
COMMUNE_0000000009762833;9015;9;76;240900431;ARIGNAC;710;6;1041
COMMUNE_0000000009741698;72119;72;52;200072718;DOMFRONT EN CHAMPAGNE;1027;14;1401
COMMUNE_0000000009762856;31092;31;76;200072635;BURGALAYS;123;2;845
COMMUNE_0000000009739009;22262;22;53;200069409;QUINTIN;2815;34;1170
COMMUNE_0000000009734060;27339;27;28;242700607;HONDOUVILLE;799;NA;NA
COMMUNE_0000000009728504;62103;62;32;200035442;BEHAGNIES;120;1;676
COMMUNE_0000000009759819;40321;40;75;200069649;URGONS;256;3;861
COMMUNE_0000000009740861;10363;10;44;200069250;SAINT THIBAULT;550;3;1843
COMMUNE_0000000009754956;24571;24;75;200040392;VERGT;1663;5;1630
COMMUNE_0000000009739995;88139;88;44;200068369;DOMBASLE EN XAINTOIS;126;1;600
COMMUNE_0000000009748808;79124;79;75;200041333;FORGES;138;5;1365
COMMUNE_0000000009755717;43180;43;84;244301123;SAINT ETIENNE DU VIGAN;101;NA;NA
COMMUNE_0000000009737521;28299;28;24;200069953;PINTHIERES;182;3;1318
COMMUNE_0000000009750284;3230;3;84;240300491;SAINT ETIENNE DE VICQ;521;4;793
COMMUNE_0000000009754341;24477;24;75;200040400;SAINT PARDOUX DE DRONE;201;3;1405
COMMUNE_0000000009757818;48176;48;76;200069151;SAINT PIERRE DES TRIPIERS;84;2;1086
COMMUNE_0000000009753548;43012;43;84;244301131;AUREC SUR LOIRE;6111;56;1681
COMMUNE_0000000009754155;17287;17;75;200041523;POUILLAC;249;3;721
COMMUNE_0000000009759774;32359;32;76;200034726;SAINT ANTONIN;158;NA;NA
COMMUNE_0000000009732284;14132;14;28;200066801;CANCHY;204;1;1214
COMMUNE_0000000009730762;76289;76;28;247600620;SAINT MARTIN DE L IF;1686;8;1678
COMMUNE_0000000009731548;57226;57;44;245701362;FONTOY;3023;NA;NA
COMMUNE_0000000009735468;77183;77;11;200077055;FERTE SOUS JOUARRE;9651;129;2190
COMMUNE_0000000009735945;51327;51;44;200067684;LOISY EN BRIE;210;2;755
COMMUNE_0000000009737364;55472;55;44;200066157;SAULVAUX;114;NA;NA
COMMUNE_0000000009736984;77176;77;11;200077055;FAREMOUTIERS;2751;50;2544
COMMUNE_0000000009735454;2289;2;32;240200584;ESSISES;422;8;1364
COMMUNE_0000000009748366;18136;18;24;200036135;MARCAIS;285;6;863
COMMUNE_0000000009745028;70185;70;27;200036549;CRESANCEY;182;NA;NA
COMMUNE_0000000009760472;32412;32;76;200042372;SARAMON;817;12;1376
COMMUNE_0000000009763093;9029;9;76;200067940;AULUS LES BAINS;155;10;1171
COMMUNE_0000000009747046;18118;18;24;200011781;JOUET SUR L AUBOIS;1364;19;891
COMMUNE_0000000009738575;29131;29;53;242900751;LOCMELAR;466;6;1092
COMMUNE_0000000009728845;80553;80;32;200070951;MOLLIENS AU BOIS;321;1;1045
COMMUNE_0000000009743577;45121;45;24;200067676;DAMMARIE SUR LOING;498;13;1002
COMMUNE_0000000009729684;80683;80;32;200070985;ROUY LE GRAND;109;1;1267
COMMUNE_0000000009747147;44127;44;52;200067635;PLANCHE;2610;29;1726
COMMUNE_0000000009748267;39143;39;27;243900719;CHEVROTAINE;32;NA;NA
COMMUNE_0000000009760850;64547;64;75;200067106;USTARITZ;6826;34;3105
COMMUNE_0000000009727037;62806;62;32;246200380;TARDINGHEN;150;3;2910
COMMUNE_0000000009731642;2073;2;32;240200576;BERRY AU BAC;655;1;625
COMMUNE_0000000009760203;31006;31;76;200071298;ALBIAC;210;1;1639
COMMUNE_0000000009727027;62408;62;32;246201149;HAMES BOUCRES;1475;6;1889
COMMUNE_0000000009761995;65294;65;76;200070787;LUTILHOUS;224;2;1336
COMMUNE_0000000009755206;33016;33;75;243301397;ASQUES;468;7;2012
COMMUNE_0000000009763464;66220;66;76;246600399;VALCEBOLLERE;42;1;1515
COMMUNE_0000000009735365;54340;54;44;200070738;MAMEY;340;4;1499
COMMUNE_0000000009747969;18283;18;24;200027076;VILLECELIN;99;2;716
COMMUNE_0000000009730034;80193;80;32;200070969;CHIRMONT;121;1;959
COMMUNE_0000000009731555;54029;54;44;200070290;AUDUN LE ROMAN;2462;27;1775
COMMUNE_0000000009736324;57344;57;44;200068146;IMLING;713;NA;NA
COMMUNE_0000000009745858;25278;25;27;242504181;GONSANS;572;NA;NA
COMMUNE_0000000009741498;88530;88;44;200068757;XERTIGNY;2628;11;1045
COMMUNE_0000000009740468;10238;10;44;200069250;MESNIL SAINT PERE;480;9;2267
COMMUNE_0000000009748369;36186;36;24;243600350;SAINT CHRISTOPHE EN BOUCHERIE;256;NA;NA
COMMUNE_0000000009732657;27671;27;28;200066017;VANNECROCQ;151;NA;NA
COMMUNE_0000000009751371;16275;16;75;200072023;RANVILLE BREUILLAUD;181;3;1228
COMMUNE_0000000009753309;38340;38;84;200085751;ROCHES DE CONDRIEU;1977;1;2832
COMMUNE_0000000009734779;67535;67;44;200067783;WIMMENAU;1103;NA;NA
COMMUNE_0000000009753587;43120;43;84;244301099;LEMPDES SUR ALLAGNON;1338;7;782
COMMUNE_0000000009744436;70462;70;27;247000714;SAINT FERJEUX;78;1;1562
COMMUNE_0000000009733517;95447;95;11;200035970;NEUILLY EN VEXIN;196;1;2846
COMMUNE_0000000009755035;38492;38;84;200030658;SINARD;677;4;2588
COMMUNE_0000000009730124;76339;76;28;200069839;HANOUARD;252;3;1583
COMMUNE_0000000009753541;42306;42;84;244200622;TARENTAISE;473;9;2193
COMMUNE_0000000009745040;21467;21;27;200072825;OISILLY;131;1;1379
COMMUNE_0000000009737317;54147;54;44;245400759;CRION;92;NA;NA
COMMUNE_0000000009749277;74206;74;84;200067551;ORCIER;943;5;3601
COMMUNE_0000000009740218;72164;72;52;200072700;LIVET EN SAOSNOIS;70;NA;NA
COMMUNE_0000000009756360;5111;5;93;200067742;PUY SANIERES;270;4;3747
COMMUNE_0000000009731392;60216;60;32;246000566;ERQUINVILLERS;178;2;1730
COMMUNE_0000000009738841;91132;91;11;249100553;CHAMARANDE;1144;18;3061
COMMUNE_0000000009733146;14460;14;28;200069532;MOYAUX;1352;18;1500
COMMUNE_0000000009734990;77205;77;11;200072130;GESVRES LE CHAPITRE;154;1;1887
COMMUNE_0000000009744128;70147;70;27;247000722;CHAVANNE;235;2;1838
COMMUNE_0000000009752342;63326;63;84;200069169;SAINT BONNET PRES ORCIVAL;474;4;1027
COMMUNE_0000000009751623;16336;16;75;200072049;SAINT MARY;350;2;986
COMMUNE_0000000009732090;60318;60;32;246000897;HOUDANCOURT;664;4;1914
COMMUNE_0000000009749628;3052;3;84;200071512;CHAMBLET;1097;NA;NA
COMMUNE_0000000009752052;42164;42;84;200065886;PALOGNEUX;79;1;500
COMMUNE_0000000009752092;63257;63;84;200069169;OLBY;778;10;1656
COMMUNE_0000000009760295;40189;40;75;200069649;MONGET;94;NA;NA
COMMUNE_0000000009744419;25170;25;27;200065647;COURCELLES LES MONTBELIARD;1222;5;1016
COMMUNE_0000000009729800;76379;76;28;200068534;LAMBERVILLE;189;2;1876
COMMUNE_0000000009735631;61139;61;28;200069458;CROUTTES;310;3;1150
COMMUNE_0000000009755579;24558;24;75;200034833;TREMOLAT;643;9;1741
COMMUNE_0000000009747604;85095;85;52;200071629;FROIDFOND;1831;34;1607
COMMUNE_0000000009734149;14408;14;28;200066728;MAY SUR ORNE;1955;NA;NA
COMMUNE_0000000009728693;80792;80;32;200070951;VICOGNE;253;2;996
COMMUNE_0000000009730759;76311;76;28;247600646;GOUPILLIERES;417;4;1976
COMMUNE_0000000009744656;44062;44;52;244400453;GAVRE;1781;20;1762
COMMUNE_0000000009754892;15251;15;84;200066660;VEDRINES SAINT LOUP;139;NA;NA
COMMUNE_0000000009755788;24207;24;75;200041440;GROLEJAC;649;11;1641
COMMUNE_0000000009741647;45009;45;24;244500484;ASCHERES LE MARCHE;1150;21;1437
COMMUNE_0000000009734072;27298;27;28;242700607;GRAVERON SEMERVILLE;299;2;1642
COMMUNE_0000000009731833;27260;27;28;200066827;FOULBEC;652;NA;NA
COMMUNE_0000000009757884;47327;47;75;200068948;XAINTRAILLES;416;2;1330
COMMUNE_0000000009727418;62264;62;32;246200729;DANNES;1330;11;1591
COMMUNE_0000000009752327;63350;63;84;200069177;SAINT GEORGES SUR ALLIER;1244;11;1869
COMMUNE_0000000009759065;82114;82;76;200066652;MONBEQUI;633;10;1756
COMMUNE_0000000009733396;51191;51;44;200042703;COURTEMONT;62;NA;NA
COMMUNE_0000000009756926;12018;12;76;200067361;BALAGUIER D OLT;153;NA;NA
COMMUNE_0000000009759582;40092;40;75;200069649;DUMES;247;5;1424
COMMUNE_0000000009758621;82063;82;76;200066322;GARGANVILLAR;682;5;1545
COMMUNE_0000000009729315;8137;8;44;200041630;DAMOUZY;433;1;1188
COMMUNE_0000000009746611;37178;37;24;200072668;PANZOULT;573;9;1465
COMMUNE_0000000009743621;41274;41;24;200072072;VILLAVARD;127;2;939
COMMUNE_0000000009758601;81316;81;76;200066124;VIEUX;222;2;2140
COMMUNE_0000000009745402;21531;21;27;242101442;ROUVRAY;499;NA;NA
COMMUNE_0000000009752849;63023;63;84;200070761;AUZELLES;354;3;1095
COMMUNE_0000000009746764;21374;21;27;200071173;MALIGNY;211;1;1318
COMMUNE_0000002200276505;22264;22;53;200065928;ROCHE JAUDY;2721;31;975
COMMUNE_0000000009763423;66049;66;76;246600373;CERET;7747;47;2572
COMMUNE_0000000009749157;3177;3;84;200071470;MONETAY SUR LOIRE;266;1;736
COMMUNE_0000000009741629;45348;45;24;200066280;YEVRE LA VILLE;706;7;1426
COMMUNE_0000000009727120;62765;62;32;200069037;SAINT OMER;14443;177;1491
COMMUNE_0000000009738897;61229;61;28;200036069;LOISAIL;126;NA;NA
COMMUNE_0000000009756697;46180;46;76;200067361;LUNAN;566;4;2114
COMMUNE_0000000009751437;1162;1;84;200040350;FLAXIEU;69;1;660
COMMUNE_0000000009736445;51638;51;44;200067684;VILLESENEUX;232;NA;NA
COMMUNE_0000000009732648;27587;27;28;200065787;SAINT PHILBERT SUR RISLE;782;NA;NA
COMMUNE_0000000009727496;62565;62;32;200069235;MENCAS;76;1;1017
COMMUNE_0000000009736518;93050;93;11;200054781;NEUILLY SUR MARNE;34685;331;3191
COMMUNE_0000000009749223;86209;86;75;200043628;ROCHES PREMARIE ANDILLE;2015;16;1672
COMMUNE_0000000009742409;68043;68;44;200066009;BOLLWILLER;3979;NA;NA
COMMUNE_0000000009727385;62295;62;32;200069037;ENQUIN LEZ GUINEGATTE;1611;14;1359
COMMUNE_0000000009763174;9295;9;76;200066363;SIGUER;99;1;2308
COMMUNE_0000000009756084;33020;33;75;243301371;AURIOLLES;139;NA;NA
COMMUNE_0000000009733492;60141;60;32;246000764;CHANTILLY;10789;235;3814
COMMUNE_0000000009755834;33360;33;75;243301371;ROQUILLE;338;1;1026
COMMUNE_0000000009760202;31194;31;76;200071298;FRANCARVILLE;178;1;2125
COMMUNE_0000000009746851;37143;37;24;200071587;MANTHELAN;1369;11;1189
COMMUNE_0000000009749765;71583;71;27;200070308;VINZELLES;694;4;2079
COMMUNE_0000000009738387;91115;91;11;200057859;BRUYERES LE CHATEL;3321;55;3105
COMMUNE_0000000009745339;70024;70;27;200036549;APREMONT;467;3;1024
COMMUNE_0000000009732756;14272;14;28;200066801;FOLIE;101;NA;NA
COMMUNE_0000000009758609;81279;81;76;200066124;SAUZIERE SAINT JEAN;270;2;2328
COMMUNE_0000000009743294;72385;72;52;200073112;YVRE LE POLIN;1763;13;1307
COMMUNE_0000000009728121;59003;59;32;200043396;AIBES;374;4;1085
COMMUNE_0000000009747642;39535;39;27;200071595;TOURMONT;471;1;703
COMMUNE_0000000009731441;76358;76;28;200069730;HERON;255;NA;NA
COMMUNE_0000000009748101;71548;71;27;200071538;TRONCHY;257;2;1186
COMMUNE_0000000009741239;10350;10;44;241000447;SAINT MARDS EN OTHE;641;16;1022
COMMUNE_0000000009762131;9309;9;76;200044469;TEILHET;156;NA;NA
COMMUNE_0000000009755839;33242;33;75;243301371;LEVES ET THOUMEYRAGUES;565;5;1758
COMMUNE_0000000009736595;28321;28;24;200040277;ROUVRES;809;17;2222
COMMUNE_0000000009762723;9008;9;76;200067940;ALOS;115;3;1568
COMMUNE_0000000009737756;54044;54;44;200069433;BARBAS;189;NA;NA
COMMUNE_0000000009755451;26069;26;84;242600534;CHAMALOC;131;NA;NA
COMMUNE_0000000009729880;8145;8;44;240800847;DOUZY;2151;13;1361
COMMUNE_0000000009740584;28010;28;24;200006971;ARGENVILLIERS;335;5;1110
COMMUNE_0000000009733567;27483;27;28;200035665;QUATREMARE;402;NA;NA
COMMUNE_0000000009729634;2623;2;32;240200444;PRISCES;106;NA;NA
COMMUNE_0000000009742314;72050;72;52;200040475;BRULON;1609;20;1028
COMMUNE_0000000009741124;88085;88;44;200071157;CHAMPDRAY;179;1;728
COMMUNE_0000000009727041;59580;59;32;200040947;STEENVOORDE;4344;43;1802
COMMUNE_0000000009746486;21716;21;27;200070894;VOUGEOT;180;NA;NA
COMMUNE_0000000009748037;85189;85;52;200023778;NOTRE DAME DE RIEZ;2071;30;2066
COMMUNE_0000000009733278;57092;57;44;200070746;BLIES EBERSING;660;NA;NA
COMMUNE_0000000009754531;24580;24;75;200041150;VILLAC;262;5;1031
COMMUNE_0000000009757632;30079;30;76;200066918;CHAMBON;265;4;1711
COMMUNE_0000000009754790;33517;33;75;243301447;SOUSSANS;1624;27;2083
COMMUNE_0000000009735423;51509;51;44;200066876;SAINT PIERRE;295;3;663
COMMUNE_0000000009752433;17044;17;75;241700632;BERNEUIL;1144;14;1561
COMMUNE_0000000009740542;45012;45;24;200066280;AUDEVILLE;186;NA;NA
COMMUNE_0000000009731740;60366;60;32;200067999;LITZ;353;4;1276
COMMUNE_0000000009759624;6095;6;93;200039857;PEYMEINADE;8119;84;3432
COMMUNE_0000000009727460;62350;62;32;200072460;FOUQUIERES LES BETHUNE;1074;2;1311
COMMUNE_0000000009737525;28076;28;24;200040277;CHAPELLE FORAINVILLIERS;204;5;2473
COMMUNE_0000000009763210;66171;66;76;246600282;SAINT CYPRIEN;10632;62;3318
COMMUNE_0000000009750972;69105;69;84;200040590;LACENAS;948;6;2157
COMMUNE_0000000009743507;52113;52;44;200027308;CHASSIGNY;248;NA;NA
COMMUNE_0000000009761331;64398;64;75;200072106;MONTANER;441;2;987
COMMUNE_0000000009741808;88197;88;44;200071157;GERBAMONT;367;1;902
COMMUNE_0000000009733919;51038;51;44;200066850;BASLIEUX SOUS CHATILLON;191;2;924
COMMUNE_0000000009728094;62690;62;32;200044030;RAYE SUR AUTHIE;247;5;923
COMMUNE_0000000009755654;5032;5;93;200068096;CHAMPOLEON;144;2;1053
COMMUNE_0000000009740816;52183;52;44;200069664;ECOT LA COMBE;36;NA;NA
COMMUNE_0000000009752880;63225;63;84;200071215;MESSEIX;1044;7;660
COMMUNE_0000000009733324;57148;57;44;200067957;COLLIGNY MAIZERY;579;NA;NA
COMMUNE_0000000009735737;22134;22;53;200065928;LOUANNEC;3073;44;2046
COMMUNE_0000000009733530;60412;60;32;246000707;MONTAGNY EN VEXIN;670;11;2333
COMMUNE_0000000009742611;41014;41;24;244100293;BEAUCHENE;182;2;824
COMMUNE_0000000009748907;71035;71;27;200069698;BISSY LA MACONNAISE;205;1;648
COMMUNE_0000000009738537;22200;22;53;200068989;PLEVEN;582;5;1302
COMMUNE_0000000009750215;1101;1;84;200042935;CHEVILLARD;153;2;1742
COMMUNE_0000000009746467;39345;39;27;200010650;MONNIERES;425;1;1687
COMMUNE_0000000009735503;93027;93;11;200054781;COURNEUVE;42485;197;2937
COMMUNE_0000000009755102;15252;15;84;241500230;VELZIC;420;NA;NA
COMMUNE_0000000009732966;2129;2;32;240200501;BRUYS;20;NA;NA
COMMUNE_0000000009752218;73192;73;84;200069110;NOYER;213;1;2315
COMMUNE_0000000009748729;71279;71;27;200071884;ROUSSET MARIZY;671;10;1058
COMMUNE_0000000009730876;54582;54;44;200043693;VILLETTE;183;NA;NA
COMMUNE_0000000009752995;73075;73;84;200041010;CHAPELLE BLANCHE;559;1;1905
COMMUNE_0000000009728618;59531;59;32;200030633;SAINT BENIN;338;8;1092
COMMUNE_0000000009761559;65225;65;76;200070803;HOURC;111;NA;NA
COMMUNE_0000000009754880;43202;43;84;200073393;SAINT JULIEN DES CHAZES;66;NA;NA
COMMUNE_0000000009730478;76716;76;28;200084952;TURRETOT;1471;21;1884
COMMUNE_0000000009749984;1136;1;84;200070555;CRUZILLES LES MEPILLAT;855;5;2265
COMMUNE_0000000009761193;11395;11;76;200042463;TRASSANEL;33;NA;NA
COMMUNE_0000000009740959;28270;28;24;242852465;MORIERS;220;4;1710
COMMUNE_0000000009727746;62467;62;32;200069672;HUMEROEUILLE;174;2;1438
COMMUNE_0000000009738425;28310;28;24;200069912;PUISAYE;287;6;1375
COMMUNE_0000000009756592;5035;5;93;200067445;CHATEAUNEUF D OZE;28;NA;NA
COMMUNE_0000000009756688;12130;12;76;200067064;LIVINHAC LE HAUT;1148;1;2000
COMMUNE_0000000009755683;26035;26;84;242600252;BEAUFORT SUR GERVANNE;468;4;2512
COMMUNE_0000000009759913;34254;34;76;243400355;SAINT FELIX DE LODEZ;1170;13;1870
COMMUNE_0000000009732463;51484;51;44;200067213;SAINT GILLES;288;2;1200
COMMUNE_0000000009754533;24491;24;75;200041150;SAINT RABIER;589;9;1323
COMMUNE_0000000009760718;31580;31;76;200068641;VILLATE;915;8;2060
COMMUNE_0000000009747267;58232;58;27;200067908;SAINT BENIN D AZY;1288;10;1022
COMMUNE_0000000009755537;46076;46;76;200066371;CORNAC;352;2;2208
COMMUNE_0000000009753182;16072;16;75;200070282;CHADURIE;508;5;928
COMMUNE_0000000009735766;67460;67;44;246700959;SCHWINDRATZHEIM;1647;NA;NA
COMMUNE_0000000009727361;62252;62;32;200072460;COUTURE;2807;8;1573
COMMUNE_0000000009759132;40142;40;75;244000766;LALUQUE;1014;11;1711
COMMUNE_0000000009733080;27422;27;28;200072312;MUIDS;866;NA;NA
COMMUNE_0000000009750401;17194;17;75;241700434;JARRIE;3224;52;2477
COMMUNE_0000000009746015;18109;18;24;200066330;HENRICHEMONT;1778;16;1033
COMMUNE_0000000009760336;83032;83;93;200068104;CARCES;3485;21;2216
COMMUNE_0000000009758622;82030;82;76;200066322;CASTELFERRUS;467;7;1120
COMMUNE_0000000009729404;80226;80;32;200070985;CROIX MOLIGNEAUX;288;2;490
COMMUNE_0000000009737828;55300;55;44;200033025;LONGEAUX;228;1;675
COMMUNE_0000000009757804;30274;30;76;200066918;SAINT JULIEN LES ROSIERS;3330;31;1822
COMMUNE_0000000009745866;25152;25;27;242500361;CHEVILLOTTE;143;NA;NA
COMMUNE_0000000009758683;6014;6;93;240600593;BENDEJUN;955;12;3665
COMMUNE_0000000009740347;88076;88;44;200042000;BROUVELIEURES;440;3;1051
COMMUNE_0000000009761422;11366;11;76;241100593;SAINTE VALIERE;576;14;1547
COMMUNE_0000000009741881;10024;10;44;200071041;AVREUIL;158;3;938
COMMUNE_0000000009756297;47132;47;75;200036523;LALANDUSSE;220;4;1449
COMMUNE_0000000009737941;91347;91;11;200057859;LONGPONT SUR ORGE;6362;78;3202
COMMUNE_0000000009747335;37191;37;24;200072668;RAZINES;238;1;430
COMMUNE_0000000009729406;80701;80;32;200070985;SAINT CHRIST BRIOST;439;7;1085
COMMUNE_0000000009760945;31310;31;76;200071298;LUX;346;1;1864
COMMUNE_0000000009747885;39017;39;27;200069615;ARLAY;1232;3;1952
COMMUNE_0000000009753298;38131;38;84;200077014;COTES D AREY;2004;NA;NA
COMMUNE_0000000009728415;80331;80;32;200070936;FOREST L ABBAYE;296;2;841
COMMUNE_0000000009731087;76426;76;28;200069730;MESANGUEVILLE;165;4;1289
COMMUNE_0000000009763513;2A048;2A;94;200067049;CALCATOGGIO;532;9;4636
COMMUNE_0000000009729698;80646;80;32;200070928;PUNCHY;86;1;1625
COMMUNE_0000000009743564;89102;89;27;200067114;CHEVANNES;2186;15;1539
COMMUNE_0000000009747656;39132;39;27;200069615;CHAUX EN BRESSE;37;NA;NA
COMMUNE_0000000009742781;70488;70;27;200041879;SENONCOURT;206;NA;NA
COMMUNE_0000000009748505;71052;71;27;247103765;BOYER;709;2;1195
COMMUNE_0000000009743532;21165;21;27;242101434;CHEMIN D AISEY;70;NA;NA
COMMUNE_0000000009758886;32243;32;76;243200458;MAULEON D ARMAGNAC;278;NA;NA
COMMUNE_0000000009756364;5040;5;93;200067742;CHORGES;2891;30;2443
COMMUNE_0000000009760637;34017;34;76;243400819;AUMES;490;4;2238
COMMUNE_0000000009739402;61213;61;28;246100663;LALACELLE;284;2;908
COMMUNE_0000000009760353;30133;30;76;243000650;GRAU DU ROI;8476;897;4121
COMMUNE_0000000009746861;37255;37;24;200072668;TAVANT;265;5;1720
COMMUNE_0000000009749158;3086;3;84;200071884;COULANGES;349;2;1094
COMMUNE_0000000009734560;78202;78;11;200059889;DROCOURT;555;9;2417
COMMUNE_0000000009742581;45327;45;24;244500484;TRAINOU;3293;36;1887
COMMUNE_0000000009748572;36234;36;24;243600350;VERNEUIL SUR IGNERAIE;313;NA;NA
COMMUNE_0000000009755960;7200;7;84;200072007;ROUX;49;NA;NA
COMMUNE_0000000009758272;4116;4;93;200067437;MEES;3700;32;2048
COMMUNE_0000000009748481;39467;39;27;200072056;ROTALIER;166;NA;NA
COMMUNE_0000000009731649;2058;2;32;240200592;BEAURIEUX;829;13;1233
COMMUNE_0000000009736638;61347;61;28;200069458;RESENLIEU;175;4;937
COMMUNE_0000000009741031;35015;35;53;200039022;BALAZE;2249;21;1355
COMMUNE_0000000009759717;81078;81;76;200034056;DAMIATTE;1025;8;1242
COMMUNE_0000000009755668;38301;38;84;200030658;PERCY;169;NA;NA
COMMUNE_0000000009750476;1093;1;84;200069193;CHATILLON SUR CHALARONNE;4886;26;2051
COMMUNE_0000000009734765;67141;67;44;200013050;FORSTHEIM;577;NA;NA
COMMUNE_0000000009761635;83047;83;93;248300543;CRAU;17920;85;3565
COMMUNE_0000000009748160;18017;18;24;241800432;AUGY SUR AUBOIS;291;4;889
COMMUNE_0000000009757986;12015;12;76;241200542;AURIAC LAGAST;230;NA;NA
COMMUNE_0000000009737678;22223;22;53;200067981;PLOUISY;1972;18;1178
COMMUNE_0000000009739355;61300;61;28;200068435;MOUTIERS AU PERCHE;405;5;1331
COMMUNE_0000000009749747;1426;1;84;200071751;VAL REVERMONT;2581;10;1846
COMMUNE_0000000009727450;62262;62;32;200072460;CUINCHY;1745;12;1668
COMMUNE_0000000009742945;41010;41;24;200072072;AZE;1052;7;1272
COMMUNE_0000000009752256;38260;38;84;200068542;MORAS;507;1;1717
COMMUNE_0000000009762638;64336;64;75;200067262;LESCUN;179;2;1500
COMMUNE_0000000009759967;31511;31;76;243100732;SAINT PIERRE;247;NA;NA
COMMUNE_0000000009748443;85035;85;52;200023778;BRETIGNOLLES SUR MER;4468;202;3119
COMMUNE_0000000009759912;34114;34;76;243400694;GIGNAC;6074;75;2233
COMMUNE_0000000009727176;59399;59;32;200040947;MERRIS;1025;10;1981
COMMUNE_0000000009744831;58282;58;27;200067429;SURGY;336;2;1256
COMMUNE_0000000009733079;27495;27;28;200072312;ROQUETTE;238;1;2833
COMMUNE_0000000009759257;81287;81;76;200034049;SIEURAC;271;2;1009
COMMUNE_0000000009754944;24085;24;75;200041150;CASSAGNE;153;1;931
COMMUNE_0000000009743415;90002;90;27;200069052;ANGEOT;343;3;1760
COMMUNE_0000000009752724;73072;73;84;200041010;CHAMP LAURENT;38;NA;NA
COMMUNE_0000000009744988;25038;25;27;200068294;AVILLEY;166;NA;NA
COMMUNE_0000000009738147;29268;29;53;242900801;SAINT THONAN;1755;7;1808
COMMUNE_0000000009748558;18002;18;24;200049484;AINAY LE VIEIL;183;NA;NA
COMMUNE_0000000009746547;58313;58;27;200067692;VITRY LACHE;83;3;2532
COMMUNE_0000000009749214;86191;86;75;200070043;PINDRAY;258;3;820
COMMUNE_0000000009743930;89419;89;27;200067130;TOUCY;2690;19;1176
COMMUNE_0000000009743797;70312;70;27;247000722;LUZE;708;10;1530
COMMUNE_0000000009749523;39046;39;27;200026573;BELLECOMBE;64;2;2813
COMMUNE_0000000009762944;9328;9;76;200066363;VERDUN;224;2;1012
COMMUNE_0000000009728551;80642;80;32;200070951;PROUVILLE;305;5;1135
COMMUNE_0000000009754461;43183;43;84;200073393;SAINTE EUGENIE DE VILLENEUVE;99;3;739
COMMUNE_0000000009739181;52484;52;44;200044253;SUZANNECOURT;375;2;757
COMMUNE_0000000009728341;62619;62;32;200035442;NOREUIL;158;NA;NA
COMMUNE_0000000009745861;25417;25;27;242504181;NAISEY LES GRANGES;798;1;1397
COMMUNE_0000000009745249;25393;25;27;200023075;MONTECHEROUX;569;2;1360
COMMUNE_0000000009751498;69086;69;84;246900625;FLEURIEUX SUR L ARBRESLE;2356;23;3128
COMMUNE_0000000009743227;45332;45;24;200067676;VARENNES CHANGY;1487;27;1401
COMMUNE_0000000009737505;78548;78;11;200033173;SAINT FORGET;513;6;4497
COMMUNE_0000000009741113;68237;68;44;246800726;NIEDERMORSCHWIHR;533;NA;NA
COMMUNE_0000000009750514;42231;42;84;200035731;SAINT GERMAIN LESPINASSE;1236;17;1419
COMMUNE_0000000009745672;21563;21;27;200071017;SAINT MESMIN;130;NA;NA
COMMUNE_0000000009745909;39096;39;27;200010650;CHAMPAGNEY;485;3;1367
COMMUNE_0000000009731615;8338;8;44;240800920;PAUVRES;188;NA;NA
COMMUNE_0000000009744502;21491;21;27;242100154;POISEUL LES SAULX;65;1;828
COMMUNE_0000000009737157;61486;61;28;200071520;TINCHEBRAY BOCAGE;4964;31;806
COMMUNE_0000000009737299;57042;57;44;200068146;AVRICOURT;621;NA;NA
COMMUNE_0000000009747962;18268;18;24;200027076;UZAY LE VENON;399;5;1006
COMMUNE_0000000009754388;38422;38;84;200018166;SAINT MARTIN D URIAGE;5416;26;2926
COMMUNE_0000000009736372;54532;54;44;200070563;TREMBLECOURT;180;2;969
COMMUNE_0000000009754158;17199;17;75;200041523;JUSSAS;145;3;918
COMMUNE_0000000009761049;64028;64;75;200067296;ANOYE;150;NA;NA
COMMUNE_0000000009749571;71299;71;27;200070308;MILLY LAMARTINE;343;3;1959
COMMUNE_0000000009738989;22315;22;53;200068989;SAINT MAUDEZ;293;7;1311
COMMUNE_0000000009751447;1329;1;84;200040350;ROSSILLON;153;2;505
COMMUNE_0000000009737928;91514;91;11;200058477;QUINCY SOUS SENART;8957;108;3089
COMMUNE_0000000009754114;24476;24;75;242401024;SAINT PANTALY D EXCIDEUIL;145;1;1438
COMMUNE_0000000009741395;35327;35;53;243500659;SERVON SUR VILAINE;3611;40;2071
